werknemer_ID,functie,jaren_in_dienst,leeftijd,opleiding,communicatievaardigheid,expertise,niveau_veiligheidsonderzoek,verdacht_gedrag
58486,Data Engineer,1,24,WO,5.93700163890741,Generalist,B,False
202306,Data Engineer,10,36,PhD,6.893977286615372,Data storage,B,False
105553,Data Scientist,8,39,PhD,6.918930167640321,Structured data,B,False
85005,Data Engineer,11,34,WO,7.119212077216407,Data pipelines,A,False
142563,Staf,9,50,HBO,7.236017809712708,Other,B,False
207507,Data Engineer,10,36,MBO,7.584682895608491,Data pipelines,B,False
176505,Staf,9,32,WO,4.734116543482438,Other,B,False
125810,Data Scientist,5,28,PhD,6.705409037492406,Agent-based modelling,B,False
58295,Data Engineer,1,24,HBO,6.706894306921878,Data pipelines,A,False
215308,Data Scientist,3,28,MBO,7.023771728252288,Generalist,A,False
175599,Staf,10,33,HBO,7.733630112505587,Other,C,False
227708,Staf,9,44,PhD,6.439336384576913,Other,B,False
236134,Data Scientist,7,49,HBO,6.329265983263084,Generalist,A,False
171429,Data Scientist,1,35,MBO,6.699381605574245,Generalist,B,False
130319,Staf,0,35,HBO,6.891471281914242,Other,C,False
46070,Data Scientist,1,32,WO,8.669983694471023,Geo,A,True
220881,Data Engineer,0,42,MBO,5.789796660465392,Data pipelines,A,False
123870,DevOps Engineer,12,40,MBO,5.845382887712047,ML-Ops,B,False
106038,DevOps Engineer,4,40,HBO,6.1372449126683595,ML-Ops,B,False
66286,Data Engineer,10,42,HBO,9.318708373310482,Data pipelines,B,False
37675,DevOps Engineer,5,39,HBO,6.278412091036191,ML-Ops,B,False
211957,Staf,4,27,MBO,7.2458620283770045,Other,C,False
39108,Data Scientist,0,46,PhD,7.311127195731354,Structured data,A,False
230604,Data Engineer,2,44,WO,6.279599470083992,Data pipelines,B,False
136720,Data Scientist,2,25,HBO,8.020679683352393,Generalist,B,False
65054,Data Scientist,0,31,MBO,7.116874120516695,Vision,B,False
155602,Data Engineer,4,34,MBO,8.255315307699371,Data storage,B,False
48304,Data Engineer,0,27,HBO,7.827739440410007,Data pipelines,B,False
116340,Staf,0,46,MBO,7.1290474308796625,Other,A,False
133213,Data Scientist,1,22,HBO,5.87594557477061,Generalist,B,False
174585,Data Scientist,14,50,PhD,5.9973594680679305,Generalist,B,False
190677,Staf,3,26,PhD,5.9467720307524425,Other,C,False
20561,Data Scientist,2,42,HBO,6.904886461901685,Vision,A,False
167857,DevOps Engineer,7,33,WO,7.846186066794361,ML-Ops,B,False
196223,Data Scientist,2,25,MBO,8.365604579258559,Generalist,A,False
185703,DevOps Engineer,14,46,PhD,7.469349048395161,ML-Ops,C,False
79903,Staf,6,38,HBO,8.831699098452477,Other,B,False
122805,Staf,2,25,PhD,9.200965981133182,Other,C,False
142164,Data Engineer,8,31,PhD,6.492823902240984,Data pipelines,C,False
134484,Data Scientist,1,24,PhD,7.057996890148733,Generalist,B,False
10375,Staf,6,30,HBO,7.596895097550996,Other,C,False
54310,Staf,4,32,HBO,6.082183857577048,Other,B,False
46511,Staf,1,24,HBO,7.455968389907633,Other,C,False
27849,DevOps Engineer,10,33,MBO,6.546290220377109,ML-Ops,A,False
158222,DevOps Engineer,0,39,MBO,8.8108549708783,ML-Ops,B,False
20480,DevOps Engineer,0,23,HBO,6.6274402161821575,ML-Ops,A,False
132220,DevOps Engineer,8,31,WO,6.511395107532723,ML-Ops,B,False
195887,Data Scientist,8,34,MBO,6.758129624661782,Generalist,A,False
183662,Data Scientist,0,23,PhD,4.716808155732091,NLP,A,False
49850,Data Scientist,9,41,WO,6.870635200092235,Generalist,B,False
62523,Data Scientist,6,29,WO,7.090550721139092,Generalist,B,False
202059,DevOps Engineer,9,38,MBO,6.95485979334035,ML-Ops,A,False
36569,Data Scientist,2,25,PhD,6.819986654313816,NLP,B,False
172722,Staf,1,36,MBO,7.013703866349381,Other,B,False
228930,Data Scientist,15,44,PhD,7.6734644431672185,Generalist,B,False
45841,Data Engineer,7,30,PhD,6.5700435519438685,Data storage,A,False
76987,DevOps Engineer,16,46,PhD,6.220520040643127,ML-Ops,B,False
157096,Data Scientist,6,29,PhD,6.907242342273286,Generalist,B,False
91628,Data Engineer,7,42,HBO,5.873441091841161,Generalist,B,False
50570,Staf,0,26,MBO,6.334583852397284,Other,B,False
216780,Data Scientist,11,43,PhD,5.393680623058935,Geo,B,False
161669,Data Scientist,6,32,WO,7.292528531028536,Generalist,A,False
143680,Staf,10,43,WO,7.47148340168908,Other,B,False
223360,DevOps Engineer,21,56,WO,6.684023124184296,ML-Ops,B,False
24186,Staf,3,41,MBO,7.08241799476787,Other,B,False
24985,Data Engineer,2,56,PhD,7.694716763471919,Data pipelines,B,False
147862,Data Scientist,3,32,PhD,6.676485152981272,Generalist,B,False
62908,Data Scientist,2,35,WO,7.100976983429214,Generalist,A,False
100660,Staf,7,39,HBO,6.369327844555056,Other,A,False
184285,Data Engineer,2,36,PhD,7.377239143566008,Generalist,B,False
176023,Data Scientist,5,49,WO,5.9598436120371225,NLP,B,False
177805,DevOps Engineer,2,25,WO,7.832930287937953,ML-Ops,B,False
123972,Data Engineer,15,52,PhD,6.991935550722192,Data pipelines,A,False
14487,DevOps Engineer,0,23,HBO,5.363449861687572,ML-Ops,A,False
148905,Data Engineer,1,30,HBO,8.16816298915397,Generalist,B,False
232837,Data Scientist,7,38,MBO,6.800401597131758,Generalist,B,False
123749,Data Scientist,1,26,MBO,8.322348342583775,NLP,B,False
187799,Data Scientist,11,46,WO,6.9197283065238295,Vision,B,False
85169,DevOps Engineer,8,31,PhD,8.232360724814216,ML-Ops,B,False
114957,Data Scientist,12,44,PhD,7.275073201837878,Generalist,A,False
235719,Data Engineer,5,41,HBO,8.260130541020368,Data storage,B,False
115769,DevOps Engineer,17,43,MBO,5.1908203410177824,ML-Ops,B,False
37191,Data Engineer,1,53,HBO,8.11032440860357,Data storage,B,False
153525,Data Engineer,13,41,WO,6.895733841650114,Data storage,A,False
93545,Data Scientist,8,48,HBO,7.238801389684512,Generalist,B,False
223266,DevOps Engineer,18,51,WO,5.996117071116568,ML-Ops,B,False
191577,Data Engineer,1,24,HBO,7.720023148208961,Generalist,B,False
233559,Data Engineer,10,33,MBO,6.115384556844624,Data pipelines,B,False
194056,Data Scientist,2,31,HBO,8.766012046454527,Generalist,B,False
45507,Data Engineer,5,28,HBO,6.547066781496273,Data pipelines,B,False
66122,Data Engineer,14,43,MBO,6.031429314625544,Generalist,B,False
23400,Data Scientist,6,29,HBO,5.348382083230292,Generalist,A,False
197373,DevOps Engineer,6,41,MBO,5.883600235815525,ML-Ops,B,False
25323,Data Scientist,3,37,PhD,5.928504052768521,Generalist,C,False
231611,Staf,4,27,HBO,8.783511773393826,Other,B,False
238076,DevOps Engineer,2,45,PhD,7.7786826191047815,ML-Ops,A,False
235708,Data Scientist,6,43,HBO,8.635497389660657,Agent-based modelling,B,False
11038,Data Engineer,9,33,WO,5.468215763998234,Data pipelines,B,False
40743,Staf,3,26,WO,7.968489343161348,Other,B,False
113506,Staf,7,49,HBO,6.727778037290046,Other,B,False
186487,Data Scientist,7,34,WO,5.802751997397662,Vision,B,False
85470,Data Engineer,7,30,PhD,6.292193490578725,Generalist,A,False
159386,DevOps Engineer,5,40,HBO,5.480402141524435,ML-Ops,B,False
31010,Data Scientist,3,26,HBO,7.898834289896887,Generalist,B,False
72684,Staf,8,31,WO,6.808361668620673,Other,A,False
211120,Data Scientist,0,48,WO,8.729606580623033,Generalist,B,False
96835,DevOps Engineer,7,33,PhD,6.034903773866698,ML-Ops,A,False
178794,Data Engineer,6,35,WO,6.740862667714541,Data pipelines,B,False
29424,Staf,9,38,WO,7.079108904180571,Other,C,False
63659,DevOps Engineer,1,31,WO,6.622966098424972,ML-Ops,B,False
59465,Data Scientist,1,24,MBO,7.440064419629518,Generalist,B,False
177139,DevOps Engineer,14,45,PhD,6.9411047703440705,ML-Ops,A,False
110284,Data Scientist,6,29,WO,6.039026086700736,Generalist,B,False
11238,DevOps Engineer,5,32,HBO,7.523342416892461,ML-Ops,B,False
107807,Data Engineer,9,39,PhD,6.311072695785389,Generalist,B,False
69711,Data Scientist,9,34,HBO,7.918292568597817,Structured data,B,False
125111,Data Engineer,0,34,MBO,7.658832813179947,Data storage,B,False
115777,Data Scientist,6,45,PhD,8.607331501991544,NLP,A,False
79987,Data Engineer,11,34,HBO,8.072511871261433,Data pipelines,A,False
78292,Staf,2,44,PhD,6.633007640100649,Other,A,False
71306,Data Scientist,9,32,PhD,6.854986760781106,Agent-based modelling,A,False
183751,DevOps Engineer,3,26,HBO,6.770991014064594,ML-Ops,A,False
103385,Data Engineer,11,34,HBO,7.008338852855984,Data storage,A,False
148934,Data Scientist,3,31,HBO,5.226969215379265,Generalist,B,False
21172,Data Scientist,2,50,HBO,7.391502653909251,Structured data,B,False
168725,DevOps Engineer,3,34,PhD,7.717830529200247,ML-Ops,B,False
81139,Data Engineer,13,49,MBO,5.5323618199623,Data pipelines,B,False
220927,DevOps Engineer,11,34,WO,7.263049326106645,ML-Ops,A,False
58857,DevOps Engineer,6,38,WO,5.540167120513607,ML-Ops,A,False
145836,DevOps Engineer,8,31,HBO,7.625695187841152,ML-Ops,B,False
233651,Data Engineer,0,28,PhD,7.707357675962436,Generalist,B,False
29838,Data Scientist,8,42,PhD,7.881110147279938,Generalist,B,False
106080,Data Scientist,3,26,PhD,6.313961279267141,Generalist,B,False
61039,Data Scientist,7,30,PhD,7.816591968795499,Generalist,B,False
144401,Data Engineer,8,31,MBO,9.007602129235071,Data storage,B,False
94086,Data Scientist,13,36,WO,6.500859694434667,Structured data,C,False
15385,Data Scientist,5,28,WO,6.051610027766439,Agent-based modelling,B,False
177443,Data Scientist,6,29,HBO,8.673895875366624,Generalist,B,False
173615,Data Scientist,10,33,MBO,5.908283246887436,NLP,A,False
55241,Staf,0,23,PhD,7.897297095965411,Other,C,False
223682,Data Engineer,6,29,MBO,7.898583721547843,Data storage,B,False
231556,Data Engineer,10,33,WO,8.211530810780106,Data storage,B,False
14003,DevOps Engineer,9,37,WO,6.568730401561296,ML-Ops,B,False
44301,DevOps Engineer,6,54,WO,5.318819316174304,ML-Ops,A,False
23276,DevOps Engineer,6,29,WO,7.398095868795836,ML-Ops,A,False
91194,Data Scientist,8,31,PhD,7.9206851081534,NLP,B,False
179537,Data Scientist,3,26,WO,6.411944299473319,Structured data,B,False
91999,Data Scientist,11,46,PhD,8.20152772257605,Agent-based modelling,B,False
75384,Data Scientist,0,23,HBO,6.315455919849253,NLP,A,False
16290,Staf,7,30,MBO,7.967793782507283,Other,C,False
159720,DevOps Engineer,1,27,PhD,8.532460129517972,ML-Ops,B,False
119315,DevOps Engineer,12,35,HBO,6.851023880555161,ML-Ops,B,False
99852,Data Scientist,7,43,WO,6.526487475075605,Generalist,B,False
226661,DevOps Engineer,14,39,HBO,6.689565215673024,ML-Ops,B,False
122571,DevOps Engineer,0,23,HBO,8.316663632553391,ML-Ops,B,False
155977,DevOps Engineer,2,25,HBO,6.965698970003822,ML-Ops,B,False
141552,Data Scientist,13,37,WO,8.473121443385006,Generalist,B,False
158964,Data Scientist,4,27,WO,8.306994843118511,Vision,A,False
225635,Data Scientist,9,32,PhD,7.370437463054766,Generalist,B,False
21536,Data Scientist,2,42,HBO,8.293684002761207,Generalist,A,False
76380,DevOps Engineer,1,22,HBO,6.716799429977002,ML-Ops,B,False
142104,Data Scientist,6,55,MBO,7.541202226786826,Generalist,B,False
68872,Staf,3,29,MBO,6.018659673969161,Other,B,False
58048,Data Scientist,7,30,PhD,7.418154779874283,Generalist,C,False
228068,Data Scientist,11,34,MBO,8.393394424695854,Geo,A,False
123777,Staf,1,24,WO,7.2164602361701204,Other,C,False
88160,Data Scientist,6,43,MBO,7.5619011703695564,Generalist,B,False
213384,Staf,4,42,MBO,5.890644742678816,Other,B,False
93370,Data Engineer,1,24,PhD,7.705484100804812,Data pipelines,B,False
224295,Staf,7,30,WO,5.848413717932214,Other,C,False
82956,DevOps Engineer,5,37,MBO,6.364335602780376,ML-Ops,B,False
178090,Data Scientist,12,44,MBO,7.46476747090861,Generalist,B,False
78096,DevOps Engineer,3,30,WO,7.030733634454197,ML-Ops,B,False
125488,Data Scientist,4,46,WO,7.971687945998871,Generalist,B,False
16791,Data Scientist,1,40,MBO,7.512082137134001,Generalist,A,False
